prompt,regenerations,structure_id
"The car features a uniform, box-like body with protruding front details and recessed rear sections.",1,b667e1c2-9182-4d42-863d-4311d33f5f2d
"This car exhibits a rectangular body, with protruding front bumper components and a recessed back end. The top holds a centered, small vertical structure, flanked by flat roof panels. The sides are flat with smooth transitions to the top.",5,b667e1c2-9182-4d42-863d-4311d33f5f2d
Rectangular car shape with simple geometric elements.,0,7c717031-1e22-4c03-beca-3425b6a26e82
Compact car form with a consistent blocky facade.,21,7c717031-1e22-4c03-beca-3425b6a26e82
Car structure includes a boxy body and defined edges.,17,7c717031-1e22-4c03-beca-3425b6a26e82
"The car features a uniform, box-like body with protruding front details and recessed rear sections.",4,7c717031-1e22-4c03-beca-3425b6a26e82
"This car exhibits a rectangular body, with protruding front bumper components and a recessed back end. The top holds a centered, small vertical structure, flanked by flat roof panels. The sides are flat with smooth transitions to the top.",49,7c717031-1e22-4c03-beca-3425b6a26e82
Compact car with blocky edges and layered top features.,0,d8664700-ecf1-4725-a21a-281df3285521
Box-shaped car with stepped roof and protruding front sections.,11,d8664700-ecf1-4725-a21a-281df3285521
Rectangular car structure with staggered roof elements and angular body.,2,d8664700-ecf1-4725-a21a-281df3285521
"Car featuring flat-topped cabin, stacked front contours, and squared-overhanging rear.",2,d8664700-ecf1-4725-a21a-281df3285521
"Square car with multi-layered roof. The layered roof integrates with the rectangular body, featuring a front with protruding blocks and a rear section that squares off sharply. The car stands on four nearly integrated, angular base supports, providing a sturdy and cohesive appearance.",4,d8664700-ecf1-4725-a21a-281df3285521
Compact car with blocky edges and layered top features.,0,05e3d2bc-6d07-4e77-83c8-548a1353fd31
Box-shaped car with stepped roof and protruding front sections.,3,05e3d2bc-6d07-4e77-83c8-548a1353fd31
Rectangular car structure with staggered roof elements and angular body.,2,05e3d2bc-6d07-4e77-83c8-548a1353fd31
"Car featuring flat-topped cabin, stacked front contours, and squared-overhanging rear.",5,05e3d2bc-6d07-4e77-83c8-548a1353fd31
"Square car with multi-layered roof. The layered roof integrates with the rectangular body, featuring a front with protruding blocks and a rear section that squares off sharply. The car stands on four nearly integrated, angular base supports, providing a sturdy and cohesive appearance.",8,05e3d2bc-6d07-4e77-83c8-548a1353fd31
"Car featuring a boxy, compact shape with defined edges.",3,b030a057-0144-4c20-8bef-9423f9eaf7d5
"Automobile with a rectangular body, sloped front end, and flat top.",7,b030a057-0144-4c20-8bef-9423f9eaf7d5
"Four-wheeled vehicle, rectangular form, front and rear sections with subtle layering.",27,b030a057-0144-4c20-8bef-9423f9eaf7d5
"Compact car with distinguished rectangular framework, angular roofline, and tiered rear structure.",4,b030a057-0144-4c20-8bef-9423f9eaf7d5
"Rectangular car with a layered front, squared-off rear, rounded top edges, and evenly spaced block contours along the sides.",7,b030a057-0144-4c20-8bef-9423f9eaf7d5
"Car featuring a boxy, compact shape with defined edges.",2,37d199c2-533d-48f6-aed3-25f9ac30b465
"Automobile with a rectangular body, sloped front end, and flat top.",9,37d199c2-533d-48f6-aed3-25f9ac30b465
"Four-wheeled vehicle, rectangular form, front and rear sections with subtle layering.",46,37d199c2-533d-48f6-aed3-25f9ac30b465
"Compact car with distinguished rectangular framework, angular roofline, and tiered rear structure.",11,37d199c2-533d-48f6-aed3-25f9ac30b465
"Rectangular car with a layered front, squared-off rear, rounded top edges, and evenly spaced block contours along the sides.",8,37d199c2-533d-48f6-aed3-25f9ac30b465
"Car with a blocky, compact shape and simple geometric features.",4,24378116-9cd8-45c8-b125-1a053ef76355
A compact car featuring a boxy form with a consistent height.,7,24378116-9cd8-45c8-b125-1a053ef76355
"Rectangular car body with defined edges and a consistent, smooth top.",17,24378116-9cd8-45c8-b125-1a053ef76355
"Box-shaped car with a flat roof, prominent front, and uniform sides.",10,24378116-9cd8-45c8-b125-1a053ef76355
"Boxy car design with a flat roof, stepped front, and angular sides, maintaining a coherent rectangular form throughout.",5,24378116-9cd8-45c8-b125-1a053ef76355
"Car with a blocky, compact shape and simple geometric features.",3,3783657e-2413-4ab1-b327-52df7ba14b2c
A compact car featuring a boxy form with a consistent height.,25,3783657e-2413-4ab1-b327-52df7ba14b2c
"Rectangular car body with defined edges and a consistent, smooth top.",12,3783657e-2413-4ab1-b327-52df7ba14b2c
"Box-shaped car with a flat roof, prominent front, and uniform sides.",2,3783657e-2413-4ab1-b327-52df7ba14b2c
"Boxy car design with a flat roof, stepped front, and angular sides, maintaining a coherent rectangular form throughout.",3,3783657e-2413-4ab1-b327-52df7ba14b2c
Car with a rectangular elongated body and stepped front.,11,2f9e7776-e4a3-42d2-a261-b281b7991838
Elongated car featuring a rectangular shape with a stepped front section.,21,2f9e7776-e4a3-42d2-a261-b281b7991838
"Rectangular car with elongated build, stepped front, and layered top bricks.",8,2f9e7776-e4a3-42d2-a261-b281b7991838
"Car with a long rectangular form, raised front area, and two rows of bricks on top forming tiers.",1,2f9e7776-e4a3-42d2-a261-b281b7991838
"A car with an elongated rectangular shape, comprising a flat base that's about five times as long as it is wide. The front has a stepped design, featuring raised sections. The top includes two rows of layered bricks, adding a tiered appearance.",2,2f9e7776-e4a3-42d2-a261-b281b7991838
Car with a rectangular elongated body and stepped front.,12,5c026d2a-e71c-4586-b053-71f9dc6e50f7
Elongated car featuring a rectangular shape with a stepped front section.,0,5c026d2a-e71c-4586-b053-71f9dc6e50f7
"Rectangular car with elongated build, stepped front, and layered top bricks.",17,5c026d2a-e71c-4586-b053-71f9dc6e50f7
"Car with a long rectangular form, raised front area, and two rows of bricks on top forming tiers.",2,5c026d2a-e71c-4586-b053-71f9dc6e50f7
"A car with an elongated rectangular shape, comprising a flat base that's about five times as long as it is wide. The front has a stepped design, featuring raised sections. The top includes two rows of layered bricks, adding a tiered appearance.",1,5c026d2a-e71c-4586-b053-71f9dc6e50f7
A small car with blocky and angular features.,45,bad91e31-691e-4b17-9375-f3c420315845
Compact vehicle with a squared-off body and raised central section.,12,bad91e31-691e-4b17-9375-f3c420315845
"Boxy car with flat, stepped roof and rectangular rear enclosure.",17,bad91e31-691e-4b17-9375-f3c420315845
"Rectangular car featuring a prominent central column and staggered roof height. The front is slightly tapered upwards, contrasting with the flat, extended rear section.",9,bad91e31-691e-4b17-9375-f3c420315845
"A compact car with a blocky, angular structure. It showcases a stepped roof design, a central column behind the roof, and a raised front section. The rear is extended, capped with a flat enclosure, creating a squared-off aesthetic.",10,bad91e31-691e-4b17-9375-f3c420315845
A small car with blocky and angular features.,2,d4f79db0-2fca-47aa-9e34-ad04c1eb3efc
Compact vehicle with a squared-off body and raised central section.,1,d4f79db0-2fca-47aa-9e34-ad04c1eb3efc
"Boxy car with flat, stepped roof and rectangular rear enclosure.",20,d4f79db0-2fca-47aa-9e34-ad04c1eb3efc
"Rectangular car featuring a prominent central column and staggered roof height. The front is slightly tapered upwards, contrasting with the flat, extended rear section.",13,d4f79db0-2fca-47aa-9e34-ad04c1eb3efc
"A compact car with a blocky, angular structure. It showcases a stepped roof design, a central column behind the roof, and a raised front section. The rear is extended, capped with a flat enclosure, creating a squared-off aesthetic.",6,d4f79db0-2fca-47aa-9e34-ad04c1eb3efc
Car with a boxy shape and layered contours.,5,45102007-eb42-454e-b302-29e489bf46b6
Compact car featuring a rectangular form and stepped roof.,5,45102007-eb42-454e-b302-29e489bf46b6
"Boxy car with pronounced rectangular features, layered top, and unified silhouette.",2,45102007-eb42-454e-b302-29e489bf46b6
"A compact car shape with rectangular layers, a stepped roof, and defined vertical edges.",12,45102007-eb42-454e-b302-29e489bf46b6
"Rectangular car body with layered contours. The roof steps upward from front to back, the front is a detailed stepped area, and the rear exhibits a simple rectangular facade.",5,45102007-eb42-454e-b302-29e489bf46b6
Car with a boxy shape and layered contours.,4,29b9c79d-7fb9-4cb3-8405-7dc10d80aa5d
Compact car featuring a rectangular form and stepped roof.,2,29b9c79d-7fb9-4cb3-8405-7dc10d80aa5d
"Boxy car with pronounced rectangular features, layered top, and unified silhouette.",18,29b9c79d-7fb9-4cb3-8405-7dc10d80aa5d
"A compact car shape with rectangular layers, a stepped roof, and defined vertical edges.",3,29b9c79d-7fb9-4cb3-8405-7dc10d80aa5d
"Rectangular car body with layered contours. The roof steps upward from front to back, the front is a detailed stepped area, and the rear exhibits a simple rectangular facade.",1,29b9c79d-7fb9-4cb3-8405-7dc10d80aa5d
Four-wheeled car with blocky features.,11,0aee0d32-b4a5-4c56-ab24-30d745d61430
"Compact car with a blocky, rectangular body and visible wheels.",15,0aee0d32-b4a5-4c56-ab24-30d745d61430
"Rectangular car with layered top, angled back, and exposed wheels.",1,0aee0d32-b4a5-4c56-ab24-30d745d61430
"Car featuring a rectangular, stepped body with angular edges and square wheels at each corner.",27,0aee0d32-b4a5-4c56-ab24-30d745d61430
"A rectangular car with a stepped body and layered top. The back is angled slightly downward. Exposed square wheels are at each corner, while the front and sides are constructed with distinct block segments.",0,0aee0d32-b4a5-4c56-ab24-30d745d61430
Four-wheeled car with blocky features.,2,9a38102b-f0b8-478f-a57e-51dd89ca79d3
"Compact car with a blocky, rectangular body and visible wheels.",7,9a38102b-f0b8-478f-a57e-51dd89ca79d3
"Rectangular car with layered top, angled back, and exposed wheels.",4,9a38102b-f0b8-478f-a57e-51dd89ca79d3
"Car featuring a rectangular, stepped body with angular edges and square wheels at each corner.",4,9a38102b-f0b8-478f-a57e-51dd89ca79d3
"A rectangular car with a stepped body and layered top. The back is angled slightly downward. Exposed square wheels are at each corner, while the front and sides are constructed with distinct block segments.",10,9a38102b-f0b8-478f-a57e-51dd89ca79d3
Compact car with distinct geometric outlines and segmented body.,11,629ebcf2-18d5-45e5-9f2d-6cc2484a0a9e
"Boxy vehicle with pronounced edges, tiered rear, and flat top.",5,629ebcf2-18d5-45e5-9f2d-6cc2484a0a9e
Angular car featuring rectangular components and a pronounced elevated rear section.,10,629ebcf2-18d5-45e5-9f2d-6cc2484a0a9e
"A geometric car shape composed of stacked, rectangular sections forming elevated rear and flat front.",8,629ebcf2-18d5-45e5-9f2d-6cc2484a0a9e
"A vehicle structure with a flat rectangular top, tiered rear elevation, and a distinct box-like appearance, comprised of uniformly aligned rectangular segments.",13,629ebcf2-18d5-45e5-9f2d-6cc2484a0a9e
Car with an elongated body and angular edges.,7,76221de6-c2e8-4ef1-8005-65e746dfd23b
Vehicle featuring a blocky design with protruding front and rear sections.,12,76221de6-c2e8-4ef1-8005-65e746dfd23b
Automobile showcasing a compact form with a tiered roof and layered side details.,1,76221de6-c2e8-4ef1-8005-65e746dfd23b
"Boxy car structure with a stepped roof, flat hood, and prominent front bumper. The roofline extends backward, above a rear section with defined edges.",2,76221de6-c2e8-4ef1-8005-65e746dfd23b
"Rectangular car with a flat top surface and tiered elements. The front and rear bumpers are distinct, with layered sides and a prominent roof. Stacked elements suggest an angular shape across the length of the vehicle, creating a cohesive geometric appearance.",0,76221de6-c2e8-4ef1-8005-65e746dfd23b
Car with an elongated body and angular edges.,38,083479b1-ed8b-4310-bce0-00aed33ebc79
Vehicle featuring a blocky design with protruding front and rear sections.,14,083479b1-ed8b-4310-bce0-00aed33ebc79
Automobile showcasing a compact form with a tiered roof and layered side details.,12,083479b1-ed8b-4310-bce0-00aed33ebc79
"Boxy car structure with a stepped roof, flat hood, and prominent front bumper. The roofline extends backward, above a rear section with defined edges.",0,083479b1-ed8b-4310-bce0-00aed33ebc79
"Rectangular car with a flat top surface and tiered elements. The front and rear bumpers are distinct, with layered sides and a prominent roof. Stacked elements suggest an angular shape across the length of the vehicle, creating a cohesive geometric appearance.",11,083479b1-ed8b-4310-bce0-00aed33ebc79
"Compact car with layered, angular contours.",6,bebc2a7f-4ebd-48cf-8417-2ec4f67060c7
"Rectangular car with a smooth, tiered top and sharp edges.",1,bebc2a7f-4ebd-48cf-8417-2ec4f67060c7
"Vehicular form with a rectangular base, tiered roofline, and structured front.",5,bebc2a7f-4ebd-48cf-8417-2ec4f67060c7
Compact vehicle with a tiered roof and flat sides. The angular front integrates with rectangular sides and a slightly elevated rear section.,5,bebc2a7f-4ebd-48cf-8417-2ec4f67060c7
"A rectangular car featuring a structured, tiered roofline and sharply defined front. The sides are flat, while the rear rises subtly, balancing the overall angular geometry.",1,bebc2a7f-4ebd-48cf-8417-2ec4f67060c7
"Compact car with layered, angular contours.",13,2f8ae1ed-9e23-4b35-8c8d-27f3380cdc17
"Rectangular car with a smooth, tiered top and sharp edges.",1,2f8ae1ed-9e23-4b35-8c8d-27f3380cdc17
"Vehicular form with a rectangular base, tiered roofline, and structured front.",2,2f8ae1ed-9e23-4b35-8c8d-27f3380cdc17
Compact vehicle with a tiered roof and flat sides. The angular front integrates with rectangular sides and a slightly elevated rear section.,8,2f8ae1ed-9e23-4b35-8c8d-27f3380cdc17
"A rectangular car featuring a structured, tiered roofline and sharply defined front. The sides are flat, while the rear rises subtly, balancing the overall angular geometry.",2,2f8ae1ed-9e23-4b35-8c8d-27f3380cdc17
Car with a rectangular body and tiered layers.,14,8296de56-cfd0-4344-acb5-aed92c1757f2
A compact vehicle shape with a rectangular body and layered contours.,6,8296de56-cfd0-4344-acb5-aed92c1757f2
"A small car featuring a rectangular body, sloped front, and stepped roofline.",12,8296de56-cfd0-4344-acb5-aed92c1757f2
"Boxy car design with a rectangular base, sloped hood, tiered roof, and squared rear.",13,8296de56-cfd0-4344-acb5-aed92c1757f2
"A compact car with a rectangular chassis, sloped front section, tiered roof, and squared off rear. The central section features stepped layers, while the hood inclines gently towards the front, with the rear maintaining a squared and flat appearance.",5,8296de56-cfd0-4344-acb5-aed92c1757f2
Car with a rectangular body and tiered layers.,10,db0ac4bb-81a2-4be1-a2aa-61d109f8e0c4
A compact vehicle shape with a rectangular body and layered contours.,10,db0ac4bb-81a2-4be1-a2aa-61d109f8e0c4
"A small car featuring a rectangular body, sloped front, and stepped roofline.",3,db0ac4bb-81a2-4be1-a2aa-61d109f8e0c4
"Boxy car design with a rectangular base, sloped hood, tiered roof, and squared rear.",7,db0ac4bb-81a2-4be1-a2aa-61d109f8e0c4
"A compact car with a rectangular chassis, sloped front section, tiered roof, and squared off rear. The central section features stepped layers, while the hood inclines gently towards the front, with the rear maintaining a squared and flat appearance.",8,db0ac4bb-81a2-4be1-a2aa-61d109f8e0c4
Compact vehicle with a rounded top and flat sides.,12,60f97c0b-3791-4738-a546-d3e9add37786
"Car with a smooth, slightly arched roof and straight side panels.",23,60f97c0b-3791-4738-a546-d3e9add37786
"Vehicle featuring a rounded roof, flat rectangular sides, and square front.",1,60f97c0b-3791-4738-a546-d3e9add37786
"Boxy car with a curved roof and elongated, horizontal body. The rear is squared off, and the front has angular formations.",17,60f97c0b-3791-4738-a546-d3e9add37786
"A compact car with an arched roof covers a rectangular body. The sides are flat, and the front is stepped with block-like formations. The rear is square and flat, contrasting the slightly raised front section.",1,60f97c0b-3791-4738-a546-d3e9add37786
Compact vehicle with a rounded top and flat sides.,5,d54581f9-5a38-47ef-8c9c-6cae02f9595c
"Car with a smooth, slightly arched roof and straight side panels.",3,d54581f9-5a38-47ef-8c9c-6cae02f9595c
"Vehicle featuring a rounded roof, flat rectangular sides, and square front.",100,d54581f9-5a38-47ef-8c9c-6cae02f9595c
"Boxy car with a curved roof and elongated, horizontal body. The rear is squared off, and the front has angular formations.",4,d54581f9-5a38-47ef-8c9c-6cae02f9595c
"A compact car with an arched roof covers a rectangular body. The sides are flat, and the front is stepped with block-like formations. The rear is square and flat, contrasting the slightly raised front section.",2,d54581f9-5a38-47ef-8c9c-6cae02f9595c
Compact vehicle with angular contours and multi-layer surfaces.,36,aa4faecd-46c7-44db-982b-9550eebb63dd
Compact automobile displaying a box-like form with stepped layers.,11,aa4faecd-46c7-44db-982b-9550eebb63dd
"A compact vehicle with angular contours, multi-layered roof, and segmented sides.",17,aa4faecd-46c7-44db-982b-9550eebb63dd
Angular automobile featuring tiered sections with a layered top and distinct rectangular shapes.,3,aa4faecd-46c7-44db-982b-9550eebb63dd
"The vehicle showcases a compact form with angular contours. It has a boxy shape, with tiered sections creating a stacked appearance. The roof is multi-layered, and the sides are composed of distinct rectangular shapes, contributing to the overall angular design.",8,aa4faecd-46c7-44db-982b-9550eebb63dd
"A compact car with blocky, angular features.",44,983c663f-54dc-4f4a-b1b7-5e586cbc8c05
Compact car structure with squared edges and elevated front.,0,983c663f-54dc-4f4a-b1b7-5e586cbc8c05
"Car shape with cube-like contours, detailed side panels, and flat roof.",0,983c663f-54dc-4f4a-b1b7-5e586cbc8c05
"Rectangular car body with raised hood, tiered roof, and squared rear.",3,983c663f-54dc-4f4a-b1b7-5e586cbc8c05
Box-shaped car featuring angular contours; blocky sides with tiered roof; front raised above the flat midsection; rear block sculpted slightly higher than sides.,0,983c663f-54dc-4f4a-b1b7-5e586cbc8c05
"A compact car with blocky, angular features.",4,03342289-964c-4700-b92b-871778d689b9
Compact car structure with squared edges and elevated front.,13,03342289-964c-4700-b92b-871778d689b9
"Car shape with cube-like contours, detailed side panels, and flat roof.",70,03342289-964c-4700-b92b-871778d689b9
"Rectangular car body with raised hood, tiered roof, and squared rear.",0,03342289-964c-4700-b92b-871778d689b9
Box-shaped car featuring angular contours; blocky sides with tiered roof; front raised above the flat midsection; rear block sculpted slightly higher than sides.,7,03342289-964c-4700-b92b-871778d689b9
Car with layered rectangular shapes and protruding front.,5,f69c7f2e-309a-4518-82a4-6a7592154e77
"Compact vehicle with a layered body, flat roof, and stepped hood.",22,f69c7f2e-309a-4518-82a4-6a7592154e77
"Angular car composed of stacked rectangular sections, a front with tiered steps, and a flat top.",5,f69c7f2e-309a-4518-82a4-6a7592154e77
"Car with a rectangular base, elevated roof, stepped hood, and distinct front assembly. The top is smooth while the front features geometric protrusions.",26,f69c7f2e-309a-4518-82a4-6a7592154e77
"A compact car with a solid rectangular base, flat roof, tiered hood, and angular front. The car’s body exhibits a layered structure with a smooth top surface, and the front part consists of protruding geometric forms, creating a distinctive appearance.",6,f69c7f2e-309a-4518-82a4-6a7592154e77
Car with layered rectangular shapes and protruding front.,10,11493a99-59cd-4dd2-b4e7-aa411053035b
"Compact vehicle with a layered body, flat roof, and stepped hood.",10,11493a99-59cd-4dd2-b4e7-aa411053035b
"Angular car composed of stacked rectangular sections, a front with tiered steps, and a flat top.",7,11493a99-59cd-4dd2-b4e7-aa411053035b
"Car with a rectangular base, elevated roof, stepped hood, and distinct front assembly. The top is smooth while the front features geometric protrusions.",7,11493a99-59cd-4dd2-b4e7-aa411053035b
"A compact car with a solid rectangular base, flat roof, tiered hood, and angular front. The car’s body exhibits a layered structure with a smooth top surface, and the front part consists of protruding geometric forms, creating a distinctive appearance.",8,11493a99-59cd-4dd2-b4e7-aa411053035b
"Car with a smooth, flat top and a compact, solid structure.",7,512a78b0-e4e1-45eb-a2ad-84107bf9c1ee
"A rectangular car featuring a flat top and short, squared ends.",26,512a78b0-e4e1-45eb-a2ad-84107bf9c1ee
Rectangular car with a flat roof and compact form with squared front and back ends.,5,512a78b0-e4e1-45eb-a2ad-84107bf9c1ee
"Car with a smooth, elongated top surface, compact form, short squared ends, and uniform height.",32,512a78b0-e4e1-45eb-a2ad-84107bf9c1ee
"A rectangular car with a flat top surface and compact form. The front and back ends are short and squared, maintaining a consistent height throughout. The sides are straight, creating a streamlined appearance.",5,512a78b0-e4e1-45eb-a2ad-84107bf9c1ee
"Car with a smooth, flat top and a compact, solid structure.",100,9c510188-f6af-4147-a2f3-f3104f38345b
"A rectangular car featuring a flat top and short, squared ends.",0,9c510188-f6af-4147-a2f3-f3104f38345b
Rectangular car with a flat roof and compact form with squared front and back ends.,35,9c510188-f6af-4147-a2f3-f3104f38345b
"Car with a smooth, elongated top surface, compact form, short squared ends, and uniform height.",35,9c510188-f6af-4147-a2f3-f3104f38345b
"A rectangular car with a flat top surface and compact form. The front and back ends are short and squared, maintaining a consistent height throughout. The sides are straight, creating a streamlined appearance.",8,9c510188-f6af-4147-a2f3-f3104f38345b
"Car with a compact, geometric form and angular surfaces.",25,9717aee4-4122-4c45-a6e1-8ec4090fbdee
Compact automobile featuring angular contours and a geometric profile with elevated segments.,1,9717aee4-4122-4c45-a6e1-8ec4090fbdee
"Car with a flat top, angular front, recessed sides, and a slightly elevated hood.",3,9717aee4-4122-4c45-a6e1-8ec4090fbdee
"Automobile shaped with sharp angles, a flat roof, recessed windows, and a distinctly elevated rectangular hood at the front.",5,9717aee4-4122-4c45-a6e1-8ec4090fbdee
"A compact vehicle featuring a flat, rectangular roof, angular front with tiered layers, recessed side sections, and a boxy elevated hood. The rear has a squared finish, while the sides are defined by distinct stepped patterns.",9,9717aee4-4122-4c45-a6e1-8ec4090fbdee
"Car with a compact, geometric form and angular surfaces.",10,d6aec9c1-4abd-4b5d-92d9-9a87771676fc
Compact automobile featuring angular contours and a geometric profile with elevated segments.,3,d6aec9c1-4abd-4b5d-92d9-9a87771676fc
"Car with a flat top, angular front, recessed sides, and a slightly elevated hood.",17,d6aec9c1-4abd-4b5d-92d9-9a87771676fc
"Automobile shaped with sharp angles, a flat roof, recessed windows, and a distinctly elevated rectangular hood at the front.",4,d6aec9c1-4abd-4b5d-92d9-9a87771676fc
"A compact vehicle featuring a flat, rectangular roof, angular front with tiered layers, recessed side sections, and a boxy elevated hood. The rear has a squared finish, while the sides are defined by distinct stepped patterns.",0,d6aec9c1-4abd-4b5d-92d9-9a87771676fc
Compact car with distinct rectangular blocks and layered structure.,3,1f01953e-3002-49cc-b3f7-be1368cac3fc
Compact vehicle featuring a tiered rectangular form and blocky contours.,6,1f01953e-3002-49cc-b3f7-be1368cac3fc
"A block-shaped car with a squared-off roof, outlined sides, and a defined hood.",2,1f01953e-3002-49cc-b3f7-be1368cac3fc
"Squared vehicle with a defined hood, layered roof, and tiered body. The squared-off roof aligns with contoured sides connected to a solid base.",9,1f01953e-3002-49cc-b3f7-be1368cac3fc
"A vehicle constructed with a boxy hood, layered roof, and protruding elements on the rear. The roof runs parallel to the ground, connecting to squared sides and a streamlined front.",3,1f01953e-3002-49cc-b3f7-be1368cac3fc
Compact car with distinct rectangular blocks and layered structure.,10,4f98eb30-459d-4221-b995-8b63c9a3d003
Compact vehicle featuring a tiered rectangular form and blocky contours.,1,4f98eb30-459d-4221-b995-8b63c9a3d003
"A block-shaped car with a squared-off roof, outlined sides, and a defined hood.",1,4f98eb30-459d-4221-b995-8b63c9a3d003
"Squared vehicle with a defined hood, layered roof, and tiered body. The squared-off roof aligns with contoured sides connected to a solid base.",17,4f98eb30-459d-4221-b995-8b63c9a3d003
"A vehicle constructed with a boxy hood, layered roof, and protruding elements on the rear. The roof runs parallel to the ground, connecting to squared sides and a streamlined front.",11,4f98eb30-459d-4221-b995-8b63c9a3d003
Compact car with angular roof and blocky structure.,0,1b00bc94-c6c7-43ed-996d-f8af0d285655
Angular compact car with layered roof and squared sides.,1,1b00bc94-c6c7-43ed-996d-f8af0d285655
Boxy car featuring a stepped roof and squared rear.,1,1b00bc94-c6c7-43ed-996d-f8af0d285655
"A car with a tiered roof and block-like geometric layout. The roof cascades downward, meeting sharply angled side structures.",6,1b00bc94-c6c7-43ed-996d-f8af0d285655
"A compact car with a layered roof, forming distinct steps. The front exhibits a boxy contour, while the rear end is squared. The top transitions into angular side panels, creating a cohesive geometric form.",2,1b00bc94-c6c7-43ed-996d-f8af0d285655
